publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
dehes2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:5nxA0vEk-isC,,,,BOUSBIA Nabila,10,Designing Distance Hypermedia Courses,Amar Balla and Nabila Bousbia and Hakim Amrouche,,,"Research, Reflections and Innovations in Integrating ICT in Education",2009,,196-200,conference
dtdon2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:ufrVoPGSRksC,INRP,,,BOUSBIA Nabila,10,Détermination d'indicateurs pour l'identification des styles d'apprentissage: Cas de l'indicateur de typologie de navigation.,Nabila Bousbia and Jean-Marc Labat and Issam Rebai and Amar Balla,,,"Environnements Informatiques pour l'Apprentissage Humain, EIAH 2009",2009,,21-28,conference
insor2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:2osOgNQ5qMEC,IEEE,,IEEE Computer Society,BOUSBIA Nabila,10,Indicators for Deducting the Learners' Learning Styles: Case of the Navigation Typology Indicator,Nabila Bousbia and Jean-Marc Labat and Issam Rebai and Amar Balla,https://doi.org/10.1109/ICALT.2009.220,,2009 Ninth IEEE International Conference on Advanced Learning Technologies,2009,,385-389,conference
meeng2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:Y0pCki6q_DkC,IEEE,,IEEE Computer Society,BOUSBIA Nabila,10,Measuring the learners' learning style based on tracks analysis in web based learning,Nabila Bousbia and Amar Balla and Issam Rebai,https://doi.org/10.1109/ISCC.2009.5202282,,2009 IEEE Symposium on Computers and Communications,2009,,98-103,conference
andem2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:u5HHmVD_uO8C,,,,BOUSBIA Nabila,10,Analysing the relationship between learning styles and navigation behaviour in web-based educational system,Nabila Bousbia and Issam Rebaï and Jean-Marc Labat and Amar Balla,,Knowledge Management & E-Learning: An International Journal,,2010,2,400-421,journal
annts2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:eQOLeE2rZwMC,,,www.educationaldatamining.org,BOUSBIA Nabila,10,Analyzing learning styles using behavioral indicators in web based learning environments,Nabila Bousbia and Jean-Marc Labat and Amar Balla and Issam Rebai,http://educationaldatamining.org/EDM2010/uploads/proc/edm2010_submission_24.pdf,,Educational Data Mining 2010,2010,,279-280,conference
letis2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:qxL8FJ1GzNcC,Springer Netherlands,,,BOUSBIA Nabila,10,Learners' navigation behavior identification based on trace analysis,Nabalia Bousbia and Issam Rebaï and Jean-Marc Labat and Amar Balla,https://doi.org/10.1007/s11257-010-9081-5,User Modeling and User-Adapted Interaction,,2010,20,455-494,journal
mooes2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:YOwf2qJgpHMC,IEEE,,,BOUSBIA Nabila,10,Modeling approach of generic courses,Amar Balla and Nabila Bousbia,,,2010 International Conference on Educational and Information Technology,2010,1,V1-14-V1-18,conference
mon102010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:aqlVkmm33-oC,,,,BOUSBIA Nabila,10,Modeling approach of generic courses ICEIT 2010,A Balla and N Bousbia,,,the Proceedings of 2010 International Conference on Educational and Information Technology,2010,1,V114-V118,conference
anese2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:4DMP91E08xMC,,,SciTePress,BOUSBIA Nabila,10,An Open Learning Environment based on Generic Course.,Amar Balla and Nabila Bousbia,,,CSEDU (1),2011,,231-236,conference
anage2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:d1gkVwhDpl0C,,,,BOUSBIA Nabila,10,Analyse des traces de navigation des apprenants dans un environnement de formation dans une perspective de détection automatique des styles d'apprentissage,Nabila Bousbia,,,,2011,,,
suies2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:WF5omc3nYNoC,Inderscience Publishers Ltd,,,BOUSBIA Nabila,10,Supervised classification on navigational behaviours in web-based learning systems to identify learning styles,Nabila Bousbia and Jean-Marc Labat and Amar Balla and Issam Rebai,https://doi.org/10.1504/IJLT.2011.040148,International Journal of Learning Technology,,2011,6,24-45,journal
trseb2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:W7OEmFMy1HYC,,,,BOUSBIA Nabila,10,Traces de navigation des apprenants dans un environnement de formation sur le Web,Nabila Bousbia,,Partager des données d'observation pour la recherche en EIAH: traces d'activité d'apprentissage Atelier 4-EIAH 2011,,2011,,,journal
esdol2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:LkGwnXOMwfcC,Springer Berlin Heidelberg,,,BOUSBIA Nabila,10,ESITrace: a user side trace and annotation collection tool,Abdelmoumene Louifi and Nabila Bousbia and Faiçal Azouaou and Fodil Merzoug,,,"New Horizons in Web Based Learning: ICWL 2011 International Workshops, KMEL, ELSM, and SPeL, Hong Kong, December 8-10, 2011, ICWL 2012 International Workshops, KMEL, SciLearn, and CCSTED, Sinaia, Romania, September 2-4, 2012. Revised Selected Papers 11",2014,,49-58,conference
whcts2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:9yKSN-GCB0IC,Springer International Publishing,Educational data mining,,BOUSBIA Nabila,10,Which Contribution Does EDM Provide to Computer-Based Learning Environments?,Nabila Bousbia and Idriss Belamri,,,,2014,,3-28,
adtle2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:3fE2CSJIrl8C,Springer Berlin Heidelberg,,,BOUSBIA Nabila,10,Adaptation based on navigation type and learning style,Nabila Bousbia and Amina Gheffar and Amar Balla,,,"Advances in Web-Based Learning-ICWL 2013 Workshops: USL 2013, IWSLL 2013, KMEL 2013, IWCWL 2013, WIL 2013, and IWEEC 2013, Kenting, Taiwan, October 6-9, 2013, Revised Selected Papers 12",2015,,23-31,conference
evpge2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:8k81kl-MbHgC,,,,BOUSBIA Nabila,10,Evaluation de la désorientation de l'apprenant dans un système d'apprentissage,Samia Ait-Adda and Nabila Bousbia,,,La 7ème édition de la conférence EIAH (EIAH'2015) ; Atelier Évaluation des Apprentissages et Environnements Informatique,2015,,,conference
aslon2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:Se3iqnhoufwC,,,,BOUSBIA Nabila,10,A Semantic Analysis of the Learner's Disorientation.,Samia Ait Adda and Nabila Bousbia and Amar Balla,https://doi.org/10.3991/ijet.v11i06.5234,International Journal of Emerging Technologies in Learning,,2016,11,10-18,journal
auvty2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:Zph67rFs4hoC,SAGE Publications,,,BOUSBIA Nabila,10,A User-Centered Educational Modeling Language Improving the Controllability of Learning Design Quality,Asma Zendi and Tahar Bouhadada and Nabila Bousbia,,Journal of Educational Computing Research,,2016,54,717-744,journal
adnak2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:QIV2ME_5wuYC,Inderscience Publishers (IEL),,,BOUSBIA Nabila,10,Adapting eSpeak to Arabic language: converting Arabic text to speech language using eSpeak,Taha Zerrouki and Mohammed M Abu Shquier and Amar Balla and Nabila Bousbia and Imededdine Sakraoui and Fateh Boudardara,https://doi.org/10.1504/IJRIS.2019.098056,International Journal of Reasoning-based Intelligent Systems,,2019,11,76-89,journal
sncch2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:dhFuZR0502QC,IEEE,,IEEE / ACM,BOUSBIA Nabila,10,Sniffing Android Code Smells: An Association Rules Mining-Based Approach,Jehan Rubin and Adel Nassim Henniche and Naouel Moha and Mohamed Bouguessa and Nabila Bousbia,https://doi.org/10.1109/MOBILESoft.2019.00025,,2019 IEEE/ACM 6th International Conference on Mobile Software Engineering and Systems (MOBILESoft),2019,,123-127,conference
exnio2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:7PzlFSSx8tAC,,Proceedings of the 36th Annual ACM Symposium on Applied Computing,ACM,BOUSBIA Nabila,10,"Exploiting the progress of OO refactoring tools with Android code smells: RAndroid, a plugin for Android studio",Abderraouf Gattal and Abir Hammache and Nabila Bousbia and Adel Nassim Henniche,https://doi.org/10.1145/3412841.3442129,,"SAC '21: The 36th ACM/SIGAPP Symposium on Applied Computing, Virtual Event, Republic of Korea, March 22-26, 2021",2021,,1580-1583,conference
annnt2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:ZeXyd9-uunAC,IEEE,,IEEE,BOUSBIA Nabila,10,Analysis of Students' Emotions in an Online Learning Environment,Amal Bensba and Naima Ahmim and Chahnez Zakaria and Nabila Bousbia,https://doi.org/10.1109/ICAASE56196.2022.9931587,,2022 International Conference on Advanced Aspects of Software Engineering (ICAASE),2022,,1-7,conference
ruans2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:IWHjjKOFINEC,Springer International Publishing,"Modelling and Implementation of Complex Systems: Proceedings of the 7th International Symposium, MISC 2022, Mostaganem, Algeria, October 30-31, 2022",,BOUSBIA Nabila,10,Rumor Detection in Algerian Arabizi Based on Deep Learning and Associations,Mohamed Charafeddine Bousri and Riad Bensalem and Samah Bessa and Zineb Lamri and Chahnez Zakaria and Nabila Bousbia,,,,2022,,165-176,
enhes2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_u5IOC4AAAAJ&citation_for_view=_u5IOC4AAAAJ:L8Ckcad2t8MC,SAGE Publications,,,BOUSBIA Nabila,10,Enriching the learner's model through the semantic analysis of learning traces,Samia Ait-Adda and Nabila Bousbia and Amar Balla,,E-Learning and Digital Media,,2023,20,1-24,journal
