publication_id,Nom,Type,Thématique,Lieu,Période,Périodicité,Scope
sprxt2022,"The 17th VISIGRAPP- International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",Conference,Not found,Not found,Not found,Not found,Not found
suron2022,Journal of Reliable Intelligent Environments,Journal,Artificial Intelligence,Switzerland,2015-2025,Not found,"The Journal on Reliable Intelligent Environments focuses on theoretical developments and lessons learnt on the deployment of IEs. The broad areas represented in the journal reflect the fact that reliability of software systems is the result of a number of approaches combined so an overarching principle of our publication will be to be open and flexible to embrace all type of techniques which can increase confidence in Intelligent Environments systems:

selection, installation and calibration of equipment;
deployment and maintenance problems;
requirements;
modeling;
simulation;
testing;
validation;
formal verification;
people-centred computing;
tools;
pilots design;
software development process;
security;
privacy;
usability;
safety;
performance;
quality of service;
large-scale integration;
scalability;
adaptiveness and autonomicity."
amsem2011,"Computational Collective Intelligence. Technologies and Applications: Third International Conference, ICCCI 2011, Gdynia, Poland, September 21-23, 2011, Proceedings, Part II 3",Conference,Not found,Not found,Not found,Not found,Not found
asbem2011,2011 11th International Conference on Intelligent Systems Design and Applications,Conference,Not found,Not found,Not found,Not found,Not found
amnem2013,International Journal of Intelligent Engineering Informatics,Journal,Artificial Intelligence,United Kingdom,2022-2025,Not found,Not found
reble2006,les actes du 8ème Colloque Africain sur la Recherche en Informatique,Journal,Not found,Not found,Not found,Not found,Not found
anmon2007,International Review on Computers and Software (IRECOS),Journal,Not found,Not found,Not found,Not found,Not found
attad2008,AIP Conference Proceedings,Journal,Physics and Astronomy (miscellaneous),United States,"1973-1978, 1983-1984, 1993, 2000-2001, 2003-2025",Not found,"Today, AIP Conference Proceedings contain over 100,000 articles published in 1700+ proceedings and is growing by 100 volumes every year. This substantial body of scientific literature is testament to our 40-year history as a world-class publishing partner, recognized internationally and trusted by conference organizers worldwide. Whether you are planning a small specialist workshop or organizing the largest international conference, contact us, or read these testimonials, to find out why so many organizers publish with AIP Conference Proceedings."
reues2008,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
3drch2010,"2010 International Conference on Machine and Web Intelligence, ICMWI 2010 - Proceedings",Conference,Artificial Intelligence,United States,-,Not found,Not found
a3kns2012,"2012 11th International Conference on Information Science, Signal Processing and their Applications, ISSPA 2012",Conference,Computer Science Applications,United States,-,Not found,Not found
redes2012,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
afits2016,The 2nd International Conference on Pattern Analysis and Intelligent Systems (PAIS'2016),Conference,Not found,Not found,Not found,Not found,Not found
whcri2016,The 2nd Conference on Computing Systems and Applications (CSA'2016),Conference,Not found,Not found,Not found,Not found,Not found
br0ks2018,7th International MICCAI Brainlesion Workshop - BraTS Challenge,Conference,Not found,Not found,Not found,Not found,Not found
fu3ts2018,"Proceedings - International Conference on Image Processing, ICIP",Journal,Computer Networks and Communications,United States,"1994, 1997, 1999, 2004-2012, 2015-2024",Not found,Information not localized
deaes2019,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
idpge2019,arXiv preprint arXiv:1811.02629,Journal,Not found,Not found,Not found,Not found,Not found
a3ois2021,"The 4th conference on Informatics and Applied Mathematics (IAM'21), Virtual conference",Conference,Not found,Not found,Not found,Not found,Not found
ad9ns2022,"2022 5th International Symposium on Informatics and its Applications (ISIA), M'Sila University, Algeria",Conference,Not found,Not found,Not found,Not found,Not found
adces2022,2022 International Symposium on iNnovative Informatics of Biskra (ISNIB'2022),Conference,Not found,Not found,Not found,Not found,Not found
mubta2023,2023 International Conference on Decision Aid Sciences and Applications (DASA),Conference,Not found,Not found,Not found,Not found,Not found
auoel2024,2024 8th International Conference on Image and Signal Processing and their Applications (ISPA),Conference,Not found,Not found,Not found,Not found,Not found
imiel2024,"The first Algerian Doctoral Conference in Computer Science (ADCCS'2024), ESI-Algiers",Conference,Not found,Not found,Not found,Not found,Not found
auing1991,"1991., IEEE International Symposium on Circuits and Systems",Conference,Not found,Not found,Not found,Not found,Not found
fosts1998,TSI-Technique et Science Informatiques-RAIRO,Journal,Not found,Not found,Not found,Not found,Not found
paaat2002,CARI,Conference,Not found,Not found,Not found,Not found,Not found
unogn2002,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
usngn2003,Not exist,conference,Not exist,Not exist,Not exist,Not exist,Not exist
apggn2004,WSEAS Transactions on Systems,Journal,Computer Science Applications,Greece,"2005-2014, 2019, 2021-2025",Not found,Information not localized
apmms2004,"International Conference on Mathematical Methods for Learning, MML",Journal,Not found,Not found,Not found,Not found,Not found
evane2005,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Journal,Computer Science (miscellaneous),Germany,1973-2025,Not found,This distinguished conference proceedings series publishes the latest research developments in all areas of computer science.
uspne2005,"Artificial Intelligence and Knowledge Engineering Applications: A Bioinspired Approach: First International Work-Conference on the Interplay Between Natural and Artificial Computation, IWINAC 2005, Las Palmas, Canary Islands, Spain, June 15-18, 2005, Proceedings, Part II 1",Conference,Not found,Not found,Not found,Not found,Not found
ansts2006,Applied Mathematics and Computation,Journal,Applied Mathematics,United States,1975-2025,Not found,"Applied Mathematics and Computation addresses work at the interface between applied mathematics, numerical computation, and applications of systems – oriented ideas to the physical, biological, social, and behavioral sciences, and emphasizes papers of a computational nature focusing on new algorithms, their analysis and numerical results.

In addition to presenting research papers, Applied Mathematics and Computation publishes review articles and single–topics issues."
imums2006,IECON 2006-32nd Annual Conference on IEEE Industrial Electronics,Conference,Not found,Not found,Not found,Not found,Not found
usngn2007,Applied Mathematics and Computation,Journal,Applied Mathematics,United States,1975-2025,Not found,"Applied Mathematics and Computation addresses work at the interface between applied mathematics, numerical computation, and applications of systems – oriented ideas to the physical, biological, social, and behavioral sciences, and emphasizes papers of a computational nature focusing on new algorithms, their analysis and numerical results.

In addition to presenting research papers, Applied Mathematics and Computation publishes review articles and single–topics issues."
isets2008,2008 IEEE International Symposium on Industrial Electronics,Conference,Not found,Not found,Not found,Not found,Not found
reein2010,"Ecole nationale Supérieure d'Informatique (ESI) Oued-Smar, Alger",Journal,Not found,Not found,Not found,Not found,Not found
efeks2011,2011 IFIP Wireless Days (WD),Conference,Not found,Not found,Not found,Not found,Not found
ancsn2012,2012 IEEE Symposium on Computers and Communications (ISCC),Conference,Not found,Not found,Not found,Not found,Not found
agsks2012,"IEEE CITS 2012 - 2012 International Conference on Computer, Information and Telecommunication Systems",Conference,Computer Networks and Communications,United States,-,Not found,Not found
aloks2013,2013 IEEE Global Communications Conference (GLOBECOM),Conference,Not found,Not found,Not found,Not found,Not found
araew2013,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
mutns2013,Wireless Sensor Network,Journal,Not found,Not found,Not found,Not found,Not found
usses2013,"Proceedings - 2013 Taibah University International Conference on Advances in Information Technology for the Holy Quran and Its Sciences, NOORIC 2013",Conference,Information Systems,United States,-,Not found,"The Taibah University International Conference on Advances in Information Technology for the Holy
Quran and its Sciences (NOORIC) aims to gather worldwide researchers, academic scholars and
industrial practitioners that represent a wide variety of IT specializations for the service of the Holy Quran
and its sciences.
 The conference shall provide a platform for sharing and exploring high-quality and recent research
results, industrial/applied practices and future trends in the domain of Information Technology for the
service of the Holy Quran and Its Sciences. NOORIC is technically co-sponsored by the IEEE and IEEE
Computer-Society. Contributions from scientists, scholars and industry practitioners of novel and highquality research and case studies were submitted in the following research themes:
 IT for the Science of the Holy Quran Recitations (Qira'at).
 IT for the Science of Tafseer of the Holy Quran.
 IT Security for the Holy Quran and Its Sciences.
 Virtual Learning Environment for the Holy Quran and Its Sciences.
 Standardization and Quality Assurance of IT applications and products of the Holy Quran and Its
Sciences."
arvns2014,"Proceedings of the 2014 International Workshop on Web Intelligence and Smart Sensing, IWWISS '14, Saint Etienne, France, September 1-2, 2014",Conference,Not found,Not found,Not found,Not found,Not found
adoks2014,Journal of Network and Computer Applications,Journal,Computer Networks and Communications,United States,1996-2025,Not found,"The Journal of Network and Computer Applications welcomes research contributions, surveys and notes in all areas relating to computer networks and applications thereof. The following list of sample-topics is by no means to be understood as restricting contributions to the topics mentioned:

-new design techniques, interesting or novel applications, components or standards
-computer networks with tools such as WWW
-emerging standards for internet protocols
-Wireless networks
-Mobile Computing
-emerging computing models such as cloud computing, grid computing
-emerging network protocols such as sensor networks, delay tolerant networks, Internet of things
-applications of networked systems for remote collaboration and telemedicine
-applications of an educational, transactional and cooperational nature
-applications of security in computer and networks"
abnon2015,"Proceeding of 2015 10th International Design and Test Symposium, IDT 2015",Conference,Computer Networks and Communications,United States,-,Not found,"Welcome to the 10th IEEE International Design & Test Symposium (IDT 2015).
The International Design and Test Symposium is a technical event devoted to exploring
emerging challenges and novel concepts related to the design, test, automation, and reliability
of electronic systems ranging from integrated circuits through multi-chip modules and printed
circuit boards to full systems. IDT is a unique forum to discuss best practices and novel ideas in
design methods, tools, test, and reliability in the Middle East and Africa (MEA) region.
The two-day technical program includes 24 paper presentations distributed over 8 sessions. The
sessions discuss many emerging areas in design and test, multi-core architectures, hardware testing,
analog design, simulation and verification, reliability and test, BIST, and hardware security."
adiks2015,2015 IEEE Global Communications Conference (GLOBECOM),Conference,Not found,Not found,Not found,Not found,Not found
apees2015,"Conférence d'informatique en Parallélisme, Architecture et Système",Conference,Not found,Not found,Not found,Not found,Not found
bioks2015,"Proceedings of the 2015 Workshop on IoT challenges in Mobile and Industrial Systems, IoT-Sys@MobiSys 2015, Florence, Italy, May 18, 2015",Conference,Not found,Not found,Not found,Not found,Not found
teiet2015,"Research Journal of Applied Sciences, Engineering and Technology",Journal,Computer Science (miscellaneous),United Kingdom,"2009-2015, 2021",Not found,Information not localized
veses2015,Treizièmes rencontres des jeunes chercheurs en Intelligence Artificielle,Journal,Not found,Not found,Not found,Not found,Not found
absms2016,"2016 IEEE RIVF International Conference on Computing and Communication Technologies: Research, Innovation, and Vision for the Future, RIVF 2016 - Proceedings",Conference,Computer Networks and Communications,United States,-,Not found,"Started in 2003, RIVF has become a major scientific event for researchers in the field of Computing and Communication Technologies, not only in Vietnam but also worldwide. In the past, the conference series were held at Institut Francophone International, Ha Noi (2003, 2004), Can Tho University (2005), Ho Chi Minh City University of Technology (2006), Ha Noi University of Science and Technology (2007), Ho Chi Minh City University of Science (2008), Da Nang University of Technology (2009), Ha Noi National University of Science (2010), Ho Chi Minh City University of Technology (2012), Ha Noi National University of Engineering and Technology (2013), and Can Tho University (2015). Since the 9th edition in 2012, RIVF has been held in every 18 months approximately, alternating between the northern half and the southern half of Vietnam. Historically, it was at RIVF 2007 the IEEE Vietnam Section was formed, and since then RIVF has become an IEEE conference."
delnt2016,JFSMA 2016,Conference,Not found,Not found,Not found,Not found,Not found
hegip2016,"Proceedings - IEEE 10th International Symposium on Embedded Multicore/Many-Core Systems-on-Chip, MCSoC 2016",Conference,Computer Networks and Communications,United States,-,Not found,"The IEEE 10th International Symposium on Embedded Multicore/Many-core Systems-on-Chip aims at providing the world’s premier forum of leading researchers in the embedded Multicore/Many-core SoCs software, tools and applications design areas for Academia and industries. Prospective authors are invited to submit paper of their works.Submission of a paper implies that at least one of the authors will have a full registration to the symposium upon acceptance of the paper."
nocon2016,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
tatot2016,2016 IEEE 41st conference on local computer networks (LCN),Conference,Not found,Not found,Not found,Not found,Not found
adcks2017,Telecommunication Systems,Journal,Not found,Not found,Not found,Not found,Not found
deoes2017,Revue d'Intelligence Artificielle,Journal,Artificial Intelligence,France,1995-2024,Not found,"The RIA welcomes original research papers, technical notes and review articles on various disciplines, including but not limited to: AI; Knowledge representation; Knowledge engineering; Robotics; Computer vision; Learning; Natural language; Reasoning modelling; Multi-agent systems."
enrey2017,Comput. Networks,Journal,Not found,Not found,Not found,Not found,Not found
muaon2017,"Intelligent Systems Design and Applications: 16th International Conference on Intelligent Systems Design and Applications (ISDA 2016) held in Porto, Portugal, December 16-18, 2016",Conference,Not found,Not found,Not found,Not found,Not found
onton2017,IEEE Transactions on Broadcasting,Journal,Electrical and Electronic Engineering,United States,1963-2025,Not found,"The Society’s Field of Interest is “Devices, equipment, techniques and systems related to broadcast technology, including the production, distribution, transmission, and propagation aspects.” In addition to this formal FOI statement, which is used to provide guidance to the Publications Committee in the selection of content, the AdCom has further resolved that “broadcast systems includes all aspects of transmission, propagation, and reception.”"
ammms2018,IEEE Systems Journal,Journal,Computer Networks and Communications,United States,2007-2025,Not found,"This publication provides a systems-level, focused forum for application-oriented manuscripts that address complex systems and system-of-systems of national and global significance. It intends to encourage and facilitate cooperation and interaction among IEEE Societies with systems-level and systems engineering interest, and to attract non-IEEE contributors and readers from around the globe. Our IEEE Systems Council job is to address issues in new ways that are not solvable in the domains of the existing IEEE or other societies or global organizations. These problems do not fit within traditional hierarchical boundaries. For example, disaster response such as that triggered by Hurricane Katrina, tsunamis, or current volcanic eruptions is not solvable by pure engineering solutions. We need to think about changing and enlarging the paradigm to include systems issues."
anson2018,International Journal of Automation and Computing,Journal,Computer Science Applications,China,"2005, 2007-2021",Not found,"The International Journal of Automation and Computing (IJAC) publishes papers on original theoretical and experimental research and development in automation and computing. The scope of the journal is extensive. Topics include but are not limited to: Artificial intelligence, Automatic control, Bio-informatics, Computer science, Information technology, Modelling and simulation, Networks and communications, Optimization and decision, Pattern recognition, Robotics, Signal processing, Systems engineering."
coang2018,"2018 IEEE International Conference on Communications Workshops, ICC Workshops 2018 - Proceedings",Conference,Computer Networks and Communications,United States,-,Not found,Information not localized
ftety2018,"2018 25th IEEE International Conference on Electronics, Circuits and Systems (ICECS)",Conference,Not found,Not found,Not found,Not found,Not found
asmip2019,J. Syst. Archit,Journal,Not found,Not found,Not found,Not found,Not found
manon2019,IECON 2019-45th Annual Conference of the IEEE Industrial Electronics Society,Conference,Not found,Not found,Not found,Not found,Not found
ensch2020,IEEE Internet of Things Journal,Journal,Computer Networks and Communications,United States,2014-2025,Not found,"The IEEE IoT Journal (IoT-J), launched in 2014, publishes papers on the latest advances, as well as review articles, on the various aspects of IoT. Topics include IoT system architecture, IoT enabling technologies, IoT communication and networking protocols, IoT services and applications, and the social implications of IoT. Examples are IoT demands, impacts, and implications on sensors technologies, big data management, and future internet design for various IoT use cases, such as smart cities, smart environments, smart homes, etc. The fields of interest include:

IoT architectures such as things-centric, data-centric, service-centric architecture, CPS and SCADA platforms, future Internet design for IoT, cloud-based IoT, and system security and manageability.
IoT enabling technologies such as sensors, radio frequency identification, low power and energy harvesting, sensor networks, machine-type communication, resource-constrained networks, real-time systems, IoT data analytics, in situ processing, and embedded software.
IoT services, applications, standards, and test-beds such as streaming data management and mining platforms, service middleware, open service platform, semantic service management, security and privacy-preserving protocols, design examples of smart services and applications, and IoT application support."
opiis2021,IET Biometrics,Journal,Computer Vision and Pattern Recognition,United Kingdom,2012-2024,Not found,"The scope of the journal is intentionally relatively wide. While focusing on core technological issues, it is recognised that these may be inherently diverse and in many cases may cross traditional disciplinary boundaries. The scope of the journal will therefore include any topics where it can be shown that a paper can increase our understanding of biometric systems, signal future developments and applications for biometrics, or promote greater practical uptake for relevant technologies:

Development and enhancement of individual biometric modalities including the established and traditional modalities (e.g. face, fingerprint, iris, signature and handwriting recognition) and also newer or emerging modalities (gait, ear-shape, neurological patterns, etc.)
Multibiometrics, theoretical and practical issues, implementation of practical systems, multiclassifier and multimodal approaches
Soft biometrics and information fusion for identification, verification and trait prediction
Human factors and the human-computer interface issues for biometric systems, exception handling strategies..."
amies2022,Frontiers in Robotics and AI,Journal,Artificial Intelligence,Switzerland,2014-2025,Not found,"Frontiers in Robotics and AI publishes rigorously peer-reviewed research covering all theory and applications of robotics, technology, and artificial intelligence, from biomedical to space robotics."
flrga2022,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
mulnt2022,Journal of Parallel and Distributed Computing,Journal,Artificial Intelligence,United States,1984-2025,Not found,"This international journal is directed to researchers, engineers, educators, managers, programmers, and users of computers who have particular interests in parallel processing and/or distributed computing.

The Journal of Parallel and Distributed Computing publishes original research papers and timely review articles on the theory, design, evaluation, and use of parallel and/or distributed computing systems. The journal also features special issues on these topics; again covering the full range from the design to the use of our targeted systems"
prech2022,Sensors,Journal,Not found,Not found,Not found,Not found,Not found
renps2022,Journal of Supercomputing,Journal,Hardware and Architecture,Netherlands,1987-2025,Not found,"The Journal of Supercomputing publishes papers on the technology, architecture and systems, algorithms, languages and programs, performance measures and methods, and applications of all aspects of Supercomputing. Tutorial and survey papers are intended for workers and students in the fields associated with and employing advanced computer systems. The journal also publishes letters to the editor, especially in areas relating to policy, succinct statements of paradoxes, intuitively puzzling results, partial results, and real needs.

Published theoretical and practical papers are advanced, in-depth treatments describing new developments and new ideas. Each includes an introduction summarizing prior, directly pertinent work that is useful for the reader to understand, in order to appreciate the advances being described."
amoks2023,IEEE Communications Magazine,Journal,Computer Networks and Communications,United States,1979-2025,Not found,"IEEE Communications Magazine, considered by most to be their most important member benefit, provides timely information on all aspects of communications: monthly feature articles describe technology, systems, services, market trends, development methods, regulatory and policy issues, and significant global events. These articles are complemented by a variety of departments, including: Conference Calendar, Book Reviews, the Global Communications Newsletter, Scanning the Literature, New products and Product Spotlights, Society News, Your Internet Connection, News from JSAC, and the CommuniCrostic puzzle. Articles are tutorial in nature and written in a style comprehensible to readers outside the specialty of the article. Mathematical equations are generally not used (in justified cases up to three simple equations may be allowed with the consent of the Guest Editor. The inclusion of more than three equations requires permission from the Editor-in-Chief)."
enins2023,Per3S-Performance and Scalability of Storage Systems,Conference,Not found,Not found,Not found,Not found,Not found
pinge2023,Per3S-Performance and Scalability of Storage Systems,Conference,Not found,Not found,Not found,Not found,Not found
notga2024,Journal of Supercomputing,Journal,Hardware and Architecture,Netherlands,1987-2025,Not found,"The Journal of Supercomputing publishes papers on the technology, architecture and systems, algorithms, languages and programs, performance measures and methods, and applications of all aspects of Supercomputing. Tutorial and survey papers are intended for workers and students in the fields associated with and employing advanced computer systems. The journal also publishes letters to the editor, especially in areas relating to policy, succinct statements of paradoxes, intuitively puzzling results, partial results, and real needs.

Published theoretical and practical papers are advanced, in-depth treatments describing new developments and new ideas. Each includes an introduction summarizing prior, directly pertinent work that is useful for the reader to understand, in order to appreciate the advances being described."
sueon1988,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
metms2007,"3rd International Conference on Geometric Modeling and Imaging: Modern Techniques and Applications, GMAI",Conference,Computational Theory and Mathematics,United States,-,Not found,Not found
evscs2008,"2008 3rd International Symposium on Communications, Control, and Signal Processing, ISCCSP 2008",Conference,Computational Theory and Mathematics,United States,-,Not found,Not found
yaaem2010,2010 14th International Conference Information Visualisation,Conference,Not found,Not found,Not found,Not found,Not found
mtave2000,"Ingénierie des systèmes et NTIC (Nîmes, 11-13 septembre 2000)",Conference,Not found,Not found,Not found,Not found,Not found
unnve2001,"Conception, analyse et gestion des sytèmes industriels (Troyes, 25-27 avril 2001)",Conference,Not found,Not found,Not found,Not found,Not found
uslms2007,Journal of Computer Science and Technology,Journal,Computational Theory and Mathematics,United States,1986-2024,Not found,"Journal of Computer Science and Technology (JCST), the first English language journal in the computer field published in China, is an international forum for scientists and engineers involved in all aspects of computer science and technology to publish high quality and refereed papers. Papers reporting original research and innovative applications from all parts of the world are welcome. Papers for publication in the journal are selected through rigorous peer review, to ensure originality, timeliness, relevance, and readability. While the journal emphasizes the publication of previously unpublished materials, selected conference papers with exceptional merit that require wider exposure are, at the discretion of the editors, also published, provided they meet the journal's peer review standards. The journal also seeks clearly written survey and review articles from experts in the field, to promote insightful understanding of the state-of-the-art and technology trends.

Topics covered by Journal of Computer Science and Technology include but are not limited to:

-Computer Architecture and Systems

-Artificial Intelligence and Pattern Recognition

-Computer Networks and Distributed Computing

-Computer Graphics and Multimedia

-Software Systems

-Data Management and Data Mining

-Theory and Algorithms

-Emerging Areas"
infms2011,KDIR 2012 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval,Conference,Information Systems,Portugal,-,Not found,Not found
urich2012,Web and Information Technologies,Journal,Not found,Not found,Not found,Not found,Not found
akrem2015,International Journal of Decision Support Systems,Journal,Not found,Not found,Not found,Not found,Not found
cooon2015,"12th International Symposium on Programming and Systems, ISPS 2015",Conference,Computational Theory and Mathematics,United States,-,Not found,"The International Symposium on Programming and Systems (ISPS) is a biennial event that brings together top researchers in Computer Science from all over the world to present and discuss recent research results in various areas of the field. Strong of its experience that accuses more than 20 years, the ISPS conference has evolved and managed to gather around her a scientific participation of high quality and growing interest. 
ISPS is already at its twelfth edition, a sure sign of maturity and quality ! And the managing team aims to continue in this way and ensure the continuation of the high quality of the conference. The purpose of the 12th ISPS conference is to bring more and more together researchers, engineers and practitionners interested in the computer science and technological advances. Papers describing advanced prototypes, systems, tools and techniques and general survey papers indicating future directions are encouraged. All papers must describe original work, not previously published or submitted to another conference."
skcon2015,"Proceedings - 2015 IEEE 8th International Conference on Service-Oriented Computing and Applications, SOCA 2015",Conference,Computational Theory and Mathematics,United States,-,Not found,Information not localized
ahtos2018,2018 International conference on applied smart systems (ICASS),Conference,Not found,Not found,Not found,Not found,Not found
anron2019,"Modelling and Implementation of Complex Systems: Proceedings of the 5th International Symposium, MISC 2018, December 16-18, 2018, Laghouat, Algeria 5",Conference,Not found,Not found,Not found,Not found,Not found
seres2019,Journal of Ambient Intelligence and Humanized Computing,Journal,Computer Science (miscellaneous),Germany,2010-2025,Not found,"The purpose of JAIHC is to provide a high profile, leading edge forum for academics, industrial professionals, educators and policy makers involved in the field to contribute, to disseminate the most innovative researches and developments of all aspects of ambient intelligence and humanized computing, such as intelligent/smart objects, environments/spaces, and systems. The journal discusses various technical, safety, personal, social, physical, political, artistic and economic issues. The research topics covered by the journal are (but not limited to):

-Pervasive/Ubiquitous Computing and Applications
-Cognitive wireless sensor network
-Embedded Systems and Software
-Mobile Computing and Wireless Communications
-Next Generation Multimedia Systems
-Security, Privacy and Trust
-Service and Semantic Computing
-Advanced Networking Architectures
-Dependable, Reliable and Autonomic Computing
-Embedded Smart Agents
-Context awareness, social sensing and inference
-Multi modal interaction design
-Ergonomics and product prototyping
-Intelligent and self-organizing transportation networks & services
-Healthcare Systems
-Virtual Humans & Virtual Worlds
-Wearables sensors and actuators"
aglon2022,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
gauew2023,Smart Learning Environments,Journal,Computer Science Applications,United Kingdom,"2014-2018, 2020-2025",Not found,"Smart Learning Environments seeks academic articles on the issues related to the reform of the ways of teaching and learning through advancing current learning environments towards smart learning environments. It provides opportunities for discussions and constructive dialogue among various stakeholders on the limitations of existing learning environments, need for reform, innovative uses of emerging pedagogical approaches and technologies, and sharing and promotion of best practices, leading to the evolution, design and implementation of smart learning environments. The aim of the journal is to help various stakeholders of smart learning environments better understand each other's role in the overall process of education and how they may support each other."
gat102023,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
chdir2024,"Agents and Artificial Intelligence: 15th International Conference, ICAART 2023, Lisbon, Portugal, February 22-24, 2023, Revised Selected Papers",Journal,Not found,Not found,Not found,Not found,Not found
lvnns2006,International Journal of Information sciences for decision making,Journal,Not found,Not found,Not found,Not found,Not found
innxt2007,"Advances in Intelligent Web Mastering: Proceedings of the 5th Atlantic Web Intelligence Conference-AWIC'2007, Fontainbleau, France, June 25-27, 2007",Conference,Not found,Not found,Not found,Not found,Not found
dedng2008,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
padts2008,Revue Projet,Journal,Not found,Not found,Not found,Not found,Not found
stpes2008,Revue Projet,Journal,Not found,Not found,Not found,Not found,Not found
peeng2009,"Proceedings - 2008 Pacific-Asia Workshop on Computational Intelligence and Industrial Application, PACIIA 2008",Conference,Artificial Intelligence,United States,-,Not found,Not found
reees2003,Not exist,conference,Not exist,Not exist,Not exist,Not exist,Not exist
rsale2003,4e Conférence Francophone de Modélisation et de SIMulation MOSIM,Journal,Not found,Not found,Not found,Not found,Not found
cooop2005,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
prnem2006,Proceedings - ICSSSM'06: 2006 International Conference on Service Systems and Service Management,Conference,"Tourism, Leisure and Hospitality Management",United States,-,Not found,Not found
rstis2006,"6ème Conférence Francophone de MOdélisation et SIMulation, MOSIM'06. Modélisation, Optimisation et Simulation des Systèmes: défis et opportunités.",Conference,Not found,Not found,Not found,Not found,Not found
anaop2007,"Bio-inspired Modeling of Cognitive Tasks: Second International Work-Conference on the Interplay Between Natural and Artificial Computation, IWINAC 2007, La Manga del Mar Menor, Spain, June 18-21, 2007, Proceedings, Part I 2",Conference,Not found,Not found,Not found,Not found,Not found
anmem2008,2008 IEEE international symposium on industrial electronics,Conference,Not found,Not found,Not found,Not found,Not found
apiem2008,"2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications, ICTTA",Conference,Computer Networks and Communications,United States,-,Not found,Not found
astrk2010,International Journal of Mechanical and Production Engineering Research and Development,Journal,Fluid Flow and Transfer Processes,India,2016-2020,Not found,Information not localized
aniem2010,International Journal of Engineering Management and Economics,Journal,Not found,Not found,Not found,Not found,Not found
jooes2011,International Journal of Manufacturing Research,Journal,Computer Science Applications,United Kingdom,2006-2024,Not found,"Much research has been devoted to improving manufactured product quality and manufacturing process efficiency. With recent advances in computer and network technologies, sensors, control systems and manufacturing machines, manufacturing research has progressed to a new level. In addition, new research areas in manufacturing are emerging to address problems encountered in the evolving manufacturing environment. IJMR has been established to report state-of-the-art and new developments in modern manufacturing research, and publishes innovative methodologies and solutions to problems challenging today's manufacturing operations. The journal is sponsored by the Swedish Production Academy.
Topics covered include:
-Process modelling and simulation-
Computing and numerical analysis-
Process design and optimisation-
Production planning and scheduling-
Sensors and control technologies-
Measurement data processing-
Robotics and automation-
Web-based technologies-
Artificial intelligence in manufacturing-
Condition based maintenance"
dench2014,ICAART 2011 - Proceedings of the 3rd International Conference on Agents and Artificial Intelligence,Conference,Artificial Intelligence,Portugal,-,Not found,Not found
todms2014,2014 IEEE 23rd International Symposium on Industrial Electronics (ISIE),Conference,Not found,Not found,Not found,Not found,Not found
ganps2015,2015 54th IEEE Conference on Decision and Control (CDC),Conference,Not found,Not found,Not found,Not found,Not found
annms2016,"8th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2016",Conference,Not found,Not found,Not found,Not found,Not found
anoms2016,The International Journal of Advanced Manufacturing Technology,Journal,Not found,Not found,Not found,Not found,Not found
angce2016,"2016 IEEE Congress on Evolutionary Computation, CEC 2016",Conference,Artificial Intelligence,United States,-,Not found,Information not localized
coaap2016,International Journal of Reasoning-based Intelligent Systems,Journal,Computer Science (miscellaneous),Switzerland,2009-2024,Not found,"IJRIS is an interdisciplinary forum that publishes original and significant work related to intelligent systems based on all kinds of formal and informal reasoning. Intelligent systems imply any systems that can do systematised reasoning, including automated and heuristic reasoning."
gacem2016,International Journal of Operational Research,Journal,Management Science and Operations Research,United Kingdom,2005-2025,Not found,"Globalisation of market and operations places tremendous pressure in making timely and accurate decisions using data analysis and more accurate information. This signifies the importance of developing suitable operations research (OR) techniques and models. IJOR covers new theory and application of such techniques and models that include inventory, queuing, transportation, game theory, scheduling, project management, mathematical programming, decision-support systems, multi-criteria decision making, artificial intelligence, neural network, fuzzy logic, expert systems, simulation. New theories and applications of OR models are welcome."
